Journal identity,5-year journal impact factor,Year published,Volume,Issue,Authors,Collection date,Publication date,Number of tweets,Number of users,Twitter reach,Number of Web of Science citations
New Phytologist,7.8,2014,202,1,Bao et al.,3/14/2016,12/18/2013,2,2,6260,10
New Phytologist,7.8,2014,202,1,Sun et al.,3/14/2016,12/11/2013,2,2,6377,3
New Phytologist,7.8,2014,202,2,Veresoglou et al.,3/14/2016,1/3/2014,3,3,7053,3
New Phytologist,7.8,2014,202,2,Murik et al.,3/14/2016,12/18/2013,4,4,8013,4
New Phytologist,7.8,2014,202,2,Pillon et al.,3/14/2016,1/21/2014,3,3,7544,9
New Phytologist,7.8,2014,202,3,Schuldt et al.,3/14/2016,1/24/2014,7,7,33328,6
New Phytologist,7.8,2014,202,3,Mason et al.,3/14/2016,1/28/2014,2,2,7607,5
New Phytologist,7.8,2014,202,3,Pan et al.,3/14/2016,2/14/2014,10,10,19156,12
New Phytologist,7.8,2014,202,4,Dyson et al.,3/14/2016,3/18/2014,27,19,15613,7
New Phytologist,7.8,2014,202,4,Top and Filley,3/14/2016,3/18/2014,0,0,0,2
New Phytologist,7.8,2014,202,4,Takaoka et al.,3/14/2016,3/10/2014,3,3,7743,4
New Phytologist,7.8,2014,203,1,Alam et al.,3/14/2016,3/25/2014,3,3,8376,6
New Phytologist,7.8,2014,203,1,George et al.,3/14/2016,3/28/2014,2,2,6403,8
New Phytologist,7.8,2014,203,1,Yu et al.,3/14/2016,3/28/2014,2,2,6872,8
New Phytologist,7.8,2014,203,2,Massad et al.,3/14/2016,4/16/2014,2,2,6889,4
New Phytologist,7.8,2014,203,2,Fellbaum et al.,3/14/2016,5/2/2014,9,9,4955,27
New Phytologist,7.8,2014,203,2,Franklin et al.,3/14/2016,5/14/2014,7,7,8539,13
New Phytologist,7.8,2014,203,3,Serrazina et al.,3/14/2016,5/8/2014,2,2,6341,6
New Phytologist,7.8,2014,203,3,Borrell et al.,3/14/2016,6/4/2014,3,3,6804,12
New Phytologist,7.8,2014,203,3,Kong et al.,3/14/2016,5/14/2014,3,2,7463,24
New Phytologist,7.8,2014,203,4,Oburger et al.,3/14/2016,6/2/2014,5,5,6935,10
New Phytologist,7.8,2014,203,4,Panchen et al.,3/14/2016,6/18/2014,4,4,9288,10
New Phytologist,7.8,2014,203,4,van Loon et al.,3/14/2016,5/29/2014,4,4,1102,4
New Phytologist,7.8,2014,204,1,Creese et al.,3/14/2016,7/31/2014,5,5,14020,7
New Phytologist,7.8,2014,204,1,Asner et al.,3/14/2016,6/18/2014,11,10,11049,8
New Phytologist,7.8,2014,204,1,Chen et al.,3/14/2016,6/27/2014,4,4,7331,3
New Phytologist,7.8,2014,204,2,Schob et al.,3/14/2016,7/2/2014,3,3,8298,6
New Phytologist,7.8,2014,204,2,Leone et al.,3/14/2016,8/7/2014,22,17,16613,10
New Phytologist,7.8,2014,204,2,Cargnel et al.,3/14/2016,9/18/2014,9,7,12940,7
New Phytologist,7.8,2014,204,3,Kustka et al.,3/14/2016,7/21/2014,1,0,6220,3
New Phytologist,7.8,2014,204,3,Fabris et al.,3/14/2016,7/3/2014,2,2,6640,8
New Phytologist,7.8,2014,204,3,Shen et al.,3/14/2016,7/31/2014,6,5,9541,13
New Phytologist,7.8,2014,204,4,Wilken et al.,3/14/2016,8/19/2014,7,7,8163,2
New Phytologist,7.8,2014,204,4,Xiang et al.,3/14/2016,8/8/2014,12,12,18456,11
New Phytologist,7.8,2014,204,4,Yuan et al.,3/14/2016,8/7/2014,3,3,23849,9
